text,intent
"simpanan taung haji",DEF_TABUNG_HAJI
"ate of exchange rate",COMPLEX_ADVICE
"cots",DEF_CREDIT_SCORE
"best way to pay debt",DEF_DEBT_AVALANCHE
"new purchase",HELP_ADD_TRANSACTION
"what does beruan gmean?",WHY_BERUANG
"what is 50/30/20?",DEF_50_30_20
"what is ptptn?",DEF_PTPTN
"is it a good idea to budget 2025",COMPLEX_ADVICE
"advice on credit card",COMPLEX_ADVICE
"scan receipt?",HELP_RECEIPT_SCAN
"why that name?",WHY_BERUANG
"just wondering minimum wage for beginners",COMPLEX_ADVICE
"predictioon for invest",COMPLEX_ADVICE
"is this updated?",APP_VERSION
"where to put savings",ADVICE_GENERAL_SAVING
"is it a good idea to myvi",COMPLEX_ADVICE
"is it worth ethereum for beginners",COMPLEX_ADVICE
"advice on unemployment rate for beginners",COMPLEX_ADVICE
"recommendatin for resign in malaysia",COMPLEX_ADVICE
"hey",GREETING
"save interest debt",DEF_DEBT_AVALANCHE
"what is the best way to PR rate fast",COMPLEX_ADVICE
"how to save?",HELP_SAVINGS_SCREEN
"are you an ai?",WHO_ARE_YOU
"what i kwsp?",DEF_KWSP
"add transaction",HELP_ADD_TRANSACTION
"best wa yto save",ADVICE_GENERAL_SAVING
"rate of unemployment rate",COMPLEX_ADVICE
"rate of unemployment arte",COMPLEX_ADVICE
"give me mottivation",ADVICE_MOTIVATION
"how to edti?",HELP_EDIT_TRANSACTION
"how does iit help?",APP_PURPOSE
"testiing",GARBAGE
"ping",TESTING
"is it a bear?",WHY_BERUANG
"what does inflation mean?",DEF_INFLATION
"witdraw savings?",HELP_WITHDRAW_SAVINGS
"undefined",GARBAGE
"app version",APP_VERSION
"tewq",GARBAGE
"wors tapp",COMPLAINT
"give me tips for freelaance",COMPLEX_ADVICE
"prediction for wahed fast",COMPLEX_ADVICE
"do you steal my data?",DATA_SECURITY
"what is the best way to salary withl ow risk",COMPLEX_ADVICE
"b nm",GARBAGE
"go to bot",NAV_CHATBOT
"how home",NAV_HOME
"system error",GARBAGE
"credit rating",DEF_CREDIT_SCORE
"give me tips for promotion",COMPLEX_ADVICE
"rate of tax rate",COMPLEX_ADVICE
"how savings works",HELP_SAVINGS_SCREEN
"how to start unemployment rte",COMPLEX_ADVICE
"levae",BYE
"remove expense",HELP_DELETE_TRANSACTION
"testing",GARBAGE
"i guess wahed with low risk",COMPLEX_ADVICE
"tell  me about buy house with low risk",COMPLEX_ADVICE
"should i I likke coffee",COMPLEX_ADVICE
"ffunny",JOKE
"i gguess bursa as a fresh grad",COMPLEX_ADVICE
"cots",DEF_CREDIT_SCORE
"pros and cons of OPR rate rate",COMPLEX_ADVICE
"help me save",ADVICE_MOTIVATION
"recommndation for tabung haji safely",COMPLEX_ADVICE
"greetings",GREETING
"not sure",COMPLEX_ADVICE
"intereest on interest",DEF_COMPOUND_INTEREST
"how to start work life balance",COMPLEX_ADVICE
"appreciate it",THANK_YOU
"not sure",COMPLEX_ADVICE
"autot rack?",BANK_LINKING
"strategies for e-wallet in 2025",COMPLEX_ADVICE
"thoughts on  GDP",COMPLEX_ADVICE
"tq",THANK_YOU
"why credit score matters",DEF_CREDIT_SCORE
"saving strategies",ADVICE_GENERAL_SAVING
"thansk a lot",THANK_YOU
"divide salary",HELP_INCOME_ALLOCATION
"i guess robot advisor for beginners",COMPLEX_ADVICE
"who created you?",WHO_ARE_YOU
"snowball vs avalanche",DEF_DEBT_SNOWBALL
"mistake  entry",HELP_DELETE_TRANSACTION
"how too pay debt fast",DEF_DEBT_SNOWBALL
"Build number",APP_VERSION
"mistake entry",HELP_DELETE_TRANSACTION
"What is 22+?",COMPLEX_ADVICE
"do you think Do you like humans?",COMPLEX_ADVICE
"random text",GARBAGE
"wher to put savings",ADVICE_GENERAL_SAVING
"where to add cost",HELP_ADD_TRANSACTION
"latest iterest rate",COMPLEX_ADVICE
"give me tips for car for the future",COMPLEX_ADVICE
"what is the inflatioon rate",COMPLEX_ADVICE
"1234",GARBAGE
"money is tight",ADVICE_MOTIVATION
"where is datas tored?",DATA_SECURITY
"rate of exchang rate",COMPLEX_ADVICE
"not suure",COMPLEX_ADVICE
"contact support",CONTACT_SUPPORT
"signing off",BYE
"advice on ethereum",COMPLEX_ADVICE
"hy that name?",WHY_BERUANG
"strategies  for forex",COMPLEX_ADVICE
"interest on interest",DEF_COMPOUND_INTEREST
"cancel spending",HELP_DELETE_TRANSACTION
"should i freelance at my age",COMPLEX_ADVICE
"History of Malaysia",COMPLEX_ADVICE
"ocr",HELP_RECEIPT_SCAN
"need internet?",INTERNET_REQ
"idk",COMPLEX_ADVICE
"does ai sot spending?",HELP_AI_CATEGORIZATION
"meaning of inflation",DEF_INFLATION
"are you an ai?",WHO_ARE_YOU
"what isp tptn?",DEF_PTPTN
"appreciate it",THANK_YOU
"hank you",THANK_YOU
"show expenses",NAV_EXPENSES
"savinng strategies",ADVICE_GENERAL_SAVING
"wheer to put salary",HELP_ADD_INCOME
"tell me the tax rate",COMPLEX_ADVICE
"supervisor",DEVELOPER_INFO
"My details",COMPLEX_ADVICE
"strategies for salary",COMPLEX_ADVICE
"emergency fund use",HELP_WITHDRAW_SAVINGS
"ask ai",NAV_CHATBOT
"can i connect bank?",BANK_LINKING
"ouutlook for robot advisor",COMPLEX_ADVICE
"thoughts on bnpl",COMPLEX_ADVICE
"2345",GARBAGE
"start over",HELP_RESET_DATA
"iidk",COMPLEX_ADVICE
"is t a good idea to expensive at my age",COMPLEX_ADVICE
"is it a good idea to What is myname?",COMPLEX_ADVICE
"smart classification",HELP_AI_CATEGORIZATION
"later",BYE
"nots ure",COMPLEX_ADVICE
"i failed my budget",ADVICE_MOTIVATION
"is it a good idae to internship",COMPLEX_ADVICE
"prediction for ca rfor students",COMPLEX_ADVICE
"why beruang?",WHY_BERUANG
"how does categorization work?",HELP_AI_CATEGORIZATION
"show home",NAV_HOME
"selamat pagi",GREETING
"lcose",BYE
"outlook for tax relief for students",COMPLEX_ADVICE
"why beeruang?",WHY_BERUANG
"maaybe",COMPLEX_ADVICE
"ow to save?",HELP_SAVINGS_SCREEN
"strategies for unemployment rate rate",COMPLEX_ADVICE
"what is credit score?",DEF_CREDIT_SCORE
"go  to profile",NAV_PROFILE
"null",GARBAGE
"exampples of needs",DEF_NEEDS
"tell me the poverty rate",COMPLEX_ADVICE
"cimb link?",BANK_LINKING
"is it a bera?",WHY_BERUANG
"avalanche method",DEF_DEBT_AVALANCHE
"what is the inflatio nrate",COMPLEX_ADVICE
"gretings",GREETING
"latest inflation rate",COMPLEX_ADVICE
"is it worth startup",COMPLEX_ADVICE
"university",DEVELOPER_INFO
"i guess tax erlief rate",COMPLEX_ADVICE
"vv6ff7w",GARBAGE
"coffee need  or want?",DEF_WANTS
"is asb good?",DEF_ASB
"noothing",COMPLEX_ADVICE
"tell me the exchange rate",COMPLEX_ADVICE
"where to put savings",ADVICE_GENERAL_SAVING
"wat is your name?",WHO_ARE_YOU
"developer name",DEVELOPER_INFO
"delete account",HELP_RESET_DATA
"thoughts on interest rate fast",COMPLEX_ADVICE
"x",GARBAGE
"is my info secure?",DATA_SECURITY
"is it a good idea to bnpl",COMPLEX_ADVICE
"good eveing",GREETING
"current tax rate",COMPLEX_ADVICE
"transaction list",NAV_EXPENSES
"essential expenses",DEF_NEEDS
"asdf",GARBAGE
"upload photo?",HELP_RECEIPT_SCAN
"x",GARBAGE
"delete transaction",HELP_DELETE_TRANSACTION
"what doesberuang mean?",WHY_BERUANG
"essential expenes",DEF_NEEDS
"examples of wants",DEF_WANTS
"what is the OPR rate",COMPLEX_ADVICE
"how do i interes rate with small capital",COMPLEX_ADVICE
"thseis details",DEVELOPER_INFO
"thh savings",DEF_TABUNG_HAJI
"what version is this?",APP_VERSION
"where to put savings",ADVICE_GENERAL_SAVING
"clear entry",HELP_DELETE_TRANSACTION
"siging off",BYE
"nothing",COMPLEX_ADVICE
"funny name",WHY_BERUANG
"What is 22+?",COMPLEX_ADVICE
"show expenses",NAV_EXPENSES
"Tell me a story",COMPLEX_ADVICE
"education loan",DEF_PTPTN
"close",BYE
"how does categorization work?",HELP_AI_CATEGORIZATION
"piing",TESTING
"latest unemmployment rate",COMPLEX_ADVICE
"why credt score matters",DEF_CREDIT_SCORE
"help me with freelannce urgently",COMPLEX_ADVICE
"mabe",COMPLEX_ADVICE
"add income",HELP_ADD_INCOME
"define needs",DEF_NEEDS
"offline mdoe?",INTERNET_REQ
"give me tips ffor mortgage latest",COMPLEX_ADVICE
"epf account",DEF_KWSP
"what is the best way to interest ratte fast",COMPLEX_ADVICE
"back t odashboard",NAV_HOME
"ccris",DEF_CREDIT_SCORE
"what is the best wa yto superbike",COMPLEX_ADVICE
"tell me the unemployment rate",COMPLEX_ADVICE
"cnnect maybank?",BANK_LINKING
"should i tax relief",COMPLEX_ADVICE
"opinion on binance in 2025",COMPLEX_ADVICE
"mabye",COMPLEX_ADVICE
"strategies for bonus given my income",COMPLEX_ADVICE
"random text",GARBAGE
"updatespending",HELP_EDIT_TRANSACTION
"1234",GARBAGE
"?!",GARBAGE
"record spending",HELP_ADD_TRANSACTION
"ercommendation for tax relief",COMPLEX_ADVICE
"thesis details",DEVELOPER_INFO
"go to profile",NAV_PROFILE
"i guess mortgage",COMPLEX_ADVICE
"ope home page",NAV_HOME
"scholarship 6 months",HELP_INCOME_ALLOCATION
"not sure",COMPLEX_ADVICE
"signing  off",BYE
"leave",BYE
"yo bberuang",GREETING
"ank integration",BANK_LINKING
"do you think startup",COMPLEX_ADVICE
"prediction for onda rate",COMPLEX_ADVICE
"can you explain inflation rate",COMPLEX_ADVICE
"ai catgory",HELP_AI_CATEGORIZATION
"prediction for shopee pay",COMPLEX_ADVICE
"good night",BYE
"where is chat?",NAV_CHATBOT
"define savings",DEF_SAVINGS_DEF
"asdf",GARBAGE
"savings definition",DEF_SAVINGS_DEF
"x",GARBAGE
"give me tips for binance rate",COMPLEX_ADVICE
"why beruaang?",WHY_BERUANG
"x",GARBAGE
"strategies for buy now pay later latest",COMPLEX_ADVICE
"what does beruang mean?",WHY_BERUANG
"clear all",HELP_RESET_DATA
"my account",NAV_PROFILE
"offline mode?",INTERNET_REQ
"outlook for ethereum right  now",COMPLEX_ADVICE
"add to saviings",HELP_SAVINGS_SCREEN
"idk",COMPLEX_ADVICE
"split income?",HELP_INCOME_ALLOCATION
"sueprvisor",DEVELOPER_INFO
"wha is the inflation rate",COMPLEX_ADVICE
"not sure",COMPLEX_ADVICE
"use savinngs",HELP_WITHDRAW_SAVINGS
"what is the best way to e-wallet with no experience",COMPLEX_ADVICE
"tell me thhe unemployment rate",COMPLEX_ADVICE
"mmain screen",NAV_HOME
"open profile",NAV_PROFILE
"high interest savings",ADVICE_GENERAL_SAVING
"i guess loan",COMPLEX_ADVICE
"vf6f7w",GARBAGE
"prediction ofr What time is it?",COMPLEX_ADVICE
"good evening",GREETING
"created by",DEVELOPER_INFO
"ccris",DEF_CREDIT_SCORE
"rate of povety rate",COMPLEX_ADVICE
"close",BYE
"epf account",DEF_KWSP
"leave",BYE
"how do i ps5 for the future",COMPLEX_ADVICE
"maybe",COMPLEX_ADVICE
"aska i",NAV_CHATBOT
"recommendation for gaming pc for beginners",COMPLEX_ADVICE
"Tell mea  story",COMPLEX_ADVICE
"dk",COMPLEX_ADVICE
"epf account",DEF_KWSP
"start over",HELP_RESET_DATA
"strategies for property",COMPLEX_ADVICE
"where is chat?",NAV_CHATBOT
"syncc account?",BANK_LINKING
"latest exchange rate",COMPLEX_ADVICE
"zzz",GARBAGE
"should i tax rellief",COMPLEX_ADVICE
"how do i side hustle currently",COMPLEX_ADVICE
"ey",GREETING
"analysis of freelance latest",COMPLEX_ADVICE
"can you explain resume as a fresh grad",COMPLEX_ADVICE
"ask ai",NAV_CHATBOT
"why use this?",APP_PURPOSE
"why credit score matters",DEF_CREDIT_SCORE
"show expenses",NAV_EXPENSES
"recommendation for economic growth",COMPLEX_ADVICE
"how to start installment right now",COMPLEX_ADVICE
"whatis ptptn?",DEF_PTPTN
"age rgoup",TARGET_AUDIENCE
"update spending",HELP_EDIT_TRANSACTION
"money is tiight",ADVICE_MOTIVATION
"add transaction",HELP_ADD_TRANSACTION
"what is the best way to gamign pc",COMPLEX_ADVICE
"bank integration",BANK_LINKING
"my spending ist",NAV_EXPENSES
"i am broke",ADVICE_MOTIVATION
"retirement fund",DEF_KWSP
"interet on interest",DEF_COMPOUND_INTEREST
"lump sum",HELP_INCOME_ALLOCATION
"how allocation works",HELP_INCOME_ALLOCATION
"who made this?",DEVELOPER_INFO
"coffee need or want?",DEF_WANTS
"essential exenses",DEF_NEEDS
"nohing",COMPLEX_ADVICE
"do you think startup",COMPLEX_ADVICE
"maybe",COMPLEX_ADVICE
"I like coffee",COMPLEX_ADVICE
"fsdfsdf",GARBAGE
"thaanks",THANK_YOU
"recommendation for economic growth for the future",COMPLEX_ADVICE
"nothing",COMPLEX_ADVICE
"new purcchase",HELP_ADD_TRANSACTION
"sstudent loan",DEF_PTPTN
"use savings",HELP_WITHDRAW_SAVINGS
"customr service",CONTACT_SUPPORT
"who built this app?",DEVELOPER_INFO
"view hiistory",NAV_EXPENSES
"link baank?",BANK_LINKING
"give me tips for tabnug haji for students",COMPLEX_ADVICE
"is ita bear?",WHY_BERUANG
"auto catgory",HELP_AI_CATEGORIZATION
"pros and cons of dividend",COMPLEX_ADVICE
"what is tabung haji?",DEF_TABUNG_HAJI
"mone is tight",ADVICE_MOTIVATION
"tell me about resumee currently",COMPLEX_ADVICE
"can you explainn bursa latest",COMPLEX_ADVICE
"build number",APP_VERSION
"what is the best wa to economic growth rate",COMPLEX_ADVICE
"whho built this app?",DEVELOPER_INFO
"what does his app do?",APP_PURPOSE
"idk",COMPLEX_ADVICE
"ogodbye",BYE
"update spending",HELP_EDIT_TRANSACTION
"current poverty rate",COMPLEX_ADVICE
"delete transaction",HELP_DELETE_TRANSACTION
"funny name",WHY_BERUANG
"what are savngs?",DEF_SAVINGS_DEF
"what does inflatiion mean?",DEF_INFLATION
"dk",COMPLEX_ADVICE
"not sure",COMPLEX_ADVICE
"can i connect bank?",BANK_LINKING
"mabye",COMPLEX_ADVICE
"use savings",HELP_WITHDRAW_SAVINGS
"how to save?",HELP_SAVINGS_SCREEN
"us savings",HELP_WITHDRAW_SAVINGS
"wrong answer",COMPLAINT
"ptptn debt",DEF_PTPTN
"why usse this?",APP_PURPOSE
"lleave",BYE
"what is the best way to nft urgently",COMPLEX_ADVICE
"created by",DEVELOPER_INFO
"budget method",DEF_50_30_20
"mistake entry",HELP_DELETE_TRANSACTION
"i am broke",ADVICE_MOTIVATION
"tell me about trading for the future",COMPLEX_ADVICE
"i have no money",ADVICE_MOTIVATION
"is this for me?",TARGET_AUDIENCE
"expalin rule",DEF_50_30_20
"what  is emergency fund?",DEF_EMERGENCY_FUND
"amanah saham bumiputera",DEF_ASB
"can i connect bakn?",BANK_LINKING
"End chat",BYE
"is it a good idea to Do yyou like humans?",COMPLEX_ADVICE
"thoughts on buy now payl ater",COMPLEX_ADVICE
"ehy bear",GREETING
"where is chat?",NAV_CHATBOT
"record spending",HELP_ADD_TRANSACTION
"cusotmer service",CONTACT_SUPPORT
"wat is kwsp?",DEF_KWSP
"20% goal",HELP_SAVINGS_SCREEN
"system error",GARBAGE
"hi there",GREETING
"give me motivatiion",ADVICE_MOTIVATION
"money joke",JOKE
"end chat",BYE
"is my info secure?",DATA_SECURITY
"thank you",THANK_YOU
"what is the best way t oWhat is 2+2?",COMPLEX_ADVICE
"can i connect bank?",BANK_LINKING
"joke",JOKE
"transaction list",NAV_EXPENSES
"idk",COMPLEX_ADVICE
"My profile",COMPLEX_ADVICE
"enter earnings",HELP_ADD_INCOME
"frugaltip",ADVICE_GENERAL_TIP
"compounding",DEF_COMPOUND_INTEREST
"What time is it?",COMPLEX_ADVICE
"sdfsdf",GARBAGE
"not helpful",COMPLAINT
"how does categorization work?",HELP_AI_CATEGORIZATION
"ugide me on exchange rate",COMPLEX_ADVICE
"bad bot",COMPLAINT
"is it a good idea to honda as a fresh grad",COMPLEX_ADVICE
"rate of unemployment rate",COMPLEX_ADVICE
"sstem check",TESTING
"ofline mode?",INTERNET_REQ
"leave",BYE
"emergency savinngs",DEF_EMERGENCY_FUND
"see you",BYE
"system error",GARBAGE
"need internet?",INTERNET_REQ
"strategies for What time is it?",COMPLEX_ADVICE
"add income",HELP_ADD_INCOME
"recommendation for What is the weather?",COMPLEX_ADVICE
"explain inflation ocncept",DEF_INFLATION
"coffee need or wannt?",DEF_WANTS
"strategies for business",COMPLEX_ADVICE
"siginng off",BYE
"i sppent money",HELP_ADD_TRANSACTION
"strtegies for salary with small capital",COMPLEX_ADVICE
"thoughts on economic growth for students",COMPLEX_ADVICE
"oodbye",BYE
"outlook for ps5 as a fresh grad",COMPLEX_ADVICE
"how to start  quit",COMPLEX_ADVICE
"aaaaa",GARBAGE
"is it worth sukuk",COMPLEX_ADVICE
"target user",TARGET_AUDIENCE
"thaanks",THANK_YOU
"fix mistake",HELP_EDIT_TRANSACTION
"age group",TARGET_AUDIENCE
"Sing a song",COMPLEX_ADVICE
"ater",BYE
"what is the poverty rate",COMPLEX_ADVICE
"blabla",GARBAGE
"what is allocatiion?",HELP_INCOME_ALLOCATION
"hlep me with invest",COMPLEX_ADVICE
"age gruop",TARGET_AUDIENCE
"What time is it?",COMPLEX_ADVICE
"opinion on honda for students",COMPLEX_ADVICE
"remove expense",HELP_DELETE_TRANSACTION
"what is the interest rate",COMPLEX_ADVICE
"good night",BYE
"identify yourself",WHO_ARE_YOU
"remove expnese",HELP_DELETE_TRANSACTION
"tell me a joke",JOKE
"end cat",BYE
"selamat pagi",GREETING
"secure?",DATA_SECURITY
"savings ddefinition",DEF_SAVINGS_DEF
"thoughts on wahed",COMPLEX_ADVICE
"i guess career in 2025",COMPLEX_ADVICE
"i guess OPR rate with no experience",COMPLEX_ADVICE
"who built this app?",DEVELOPER_INFO
"meaning of inflatoin",DEF_INFLATION
"university finance",ADVICE_STUDENT_TIPS
"tell me about superbike for beginneers",COMPLEX_ADVICE
"maybe Are you stupid?",COMPLEX_ADVICE
"cimblink?",BANK_LINKING
"12345",GARBAGE
"wheere to put salary",HELP_ADD_INCOME
"exxit",BYE
"open expenes",NAV_EXPENSES
"saving strategies",ADVICE_GENERAL_SAVING
"What is 2+2?",COMPLEX_ADVICE
"tell me abot yourself",WHO_ARE_YOU
"rate of exhcange rate",COMPLEX_ADVICE
"where to put salary",HELP_ADD_INCOME
"thoughts on asb",COMPLEX_ADVICE
"20% goal",HELP_SAVINGS_SCREEN
"say something funny",JOKE
"good afternoon",GREETING
"simpanan tabung haji",DEF_TABUNG_HAJI
"tell me about shopee pay currently",COMPLEX_ADVICE
"tq",THANK_YOU
"how to add money",HELP_ADD_INCOME
"best way to save",ADVICE_GENERAL_SAVING
"camera feature?",HELP_RECEIPT_SCAN
"magic of compounding",DEF_COMPOUND_INTEREST
"i spent money",HELP_ADD_TRANSACTION
"wrog amount",HELP_EDIT_TRANSACTION
"Do ou know me?",COMPLEX_ADVICE
"smart classification",HELP_AI_CATEGORIZATION
"addd transaction",HELP_ADD_TRANSACTION
"Function of app",APP_PURPOSE
"laater",BYE
"tell me about laptop currently",COMPLEX_ADVICE
"help me withh binance latest",COMPLEX_ADVICE
"reset data",HELP_RESET_DATA
"What time is it?",COMPLEX_ADVICE
"is it  abear?",WHY_BERUANG
"ccimb link?",BANK_LINKING
"notihng",COMPLEX_ADVICE
"opinion on gaming pc",COMPLEX_ADVICE
"nohing",COMPLEX_ADVICE
"app verssion",APP_VERSION
"thoughts on expensive in 2025",COMPLEX_ADVICE
"what does beruang mean?",WHY_BERUANG
"current inflation rate",COMPLEX_ADVICE
"what is emergency fund?",DEF_EMERGENCY_FUND
"qwerty",GARBAGE
"do you steal my data?",DATA_SECURITY
"use savings",HELP_WITHDRAW_SAVINGS
"Who is the prime minister?",COMPLEX_ADVICE
"spliit income?",HELP_INCOME_ALLOCATION
"what  are savings?",DEF_SAVINGS_DEF
"can i scan bills?",HELP_RECEIPT_SCAN
"....",GARBAGE
"define wants",DEF_WANTS
"help me with budget 2025 fo rstudents",COMPLEX_ADVICE
"do you think What do you know about me?",COMPLEX_ADVICE
"what version is this?",APP_VERSION
"outloko for robot advisor fast",COMPLEX_ADVICE
"nothing",COMPLEX_ADVICE
"ow to save?",HELP_SAVINGS_SCREEN
"best way to pay debt",DEF_DEBT_AVALANCHE
"signing off",BYE
"rate of interest rate",COMPLEX_ADVICE
"explain rule",DEF_50_30_20
"univresity finance",ADVICE_STUDENT_TIPS
"is netflix a want?",DEF_WANTS
"who created you?",WHO_ARE_YOU
"I am broke",ADVICE_MOTIVATION
"can i use without internet?",INTERNET_REQ
"delete transaction",HELP_DELETE_TRANSACTION
"maybe What is the weather?",COMPLEX_ADVICE
"snowball method",DEF_DEBT_SNOWBALL
"what is your anme?",WHO_ARE_YOU
"curent inflation rate",COMPLEX_ADVICE
"th savigs",DEF_TABUNG_HAJI
"why credit score matters",DEF_CREDIT_SCORE
"analysis of roi",COMPLEX_ADVICE
"main screen",NAV_HOME
"are yuo an ai?",WHO_ARE_YOU
"channge expense",HELP_EDIT_TRANSACTION
"idk My prfile",COMPLEX_ADVICE
"got paid",HELP_ADD_INCOME
"help me wiht business currently",COMPLEX_ADVICE
"guide me on expensive urgently",COMPLEX_ADVICE
"can i sca nbills?",HELP_RECEIPT_SCAN
"v6ff7w",GARBAGE
"pttpn debt",DEF_PTPTN
"got paid",HELP_ADD_INCOME
"where to put salary",HELP_ADD_INCOME
"poiu",GARBAGE
"go to hmoe",NAV_HOME
"xit",BYE
"guide me on GDP with small capital",COMPLEX_ADVICE
"budget method",DEF_50_30_20
"customer service",CONTACT_SUPPORT
"analysis fo e-wallet",COMPLEX_ADVICE
"prediction for unemployment rate statistics",COMPLEX_ADVICE
"back to dashhboard",NAV_HOME
"what is the best way to gold at my age",COMPLEX_ADVICE
"go to tansaction log",NAV_EXPENSES
"how to deit?",HELP_EDIT_TRANSACTION
"do yo uthink nft",COMPLEX_ADVICE
"maybe Tell me a stroy",COMPLEX_ADVICE
"yyou are useless",COMPLAINT
"hi",GREETING
"asdf",GARBAGE
"emergency savings",DEF_EMERGENCY_FUND
"savingsscreen",HELP_SAVINGS_SCREEN
"budget method",DEF_50_30_20
"transaciton list",NAV_EXPENSES
"hello",GREETING
"tell me about Tell me a story",COMPLEX_ADVICE
"fsdfsdf",GARBAGE
"ak ai",NAV_CHATBOT
"back to dashboard",NAV_HOME
"what is the OPR rate",COMPLEX_ADVICE
"ceated by",DEVELOPER_INFO
"back to ddashboard",NAV_HOME
"emergencyy savings",DEF_EMERGENCY_FUND
"who buuilt this app?",DEVELOPER_INFO
"move to budget",HELP_WITHDRAW_SAVINGS
"assdf",GARBAGE
"does ai sort spending?",HELP_AI_CATEGORIZATION
"What do you know about me?",COMPLEX_ADVICE
"what is 50/30/20?",DEF_50_30_20
"transaction list",NAV_EXPENSES
"v6ff7w",GARBAGE
"smart classification",HELP_AI_CATEGORIZATION
"edit transaction",HELP_EDIT_TRANSACTION
"maybe",COMPLEX_ADVICE
"qwerty",GARBAGE
"link bbank?",BANK_LINKING
"settings",NAV_PROFILE
"eave",BYE
"latest exchange raate",COMPLEX_ADVICE
"I like coffee",COMPLEX_ADVICE
"wwhy beruang?",WHY_BERUANG
"financial addvice",ADVICE_GENERAL_TIP
"compounding",DEF_COMPOUND_INTEREST
"how dooes categorization work?",HELP_AI_CATEGORIZATION
"should i resume fast",COMPLEX_ADVICE
"end chat",BYE
"leave",BYE
"selamat pagi",GREETING
"meaning oof name",WHY_BERUANG
"Do you likehumans?",COMPLEX_ADVICE
"just wondering stashaway with low risk",COMPLEX_ADVICE
"prediction for Tell me a sttory",COMPLEX_ADVICE
"thoughts o nunemployment rate with low risk",COMPLEX_ADVICE
"clearentry",HELP_DELETE_TRANSACTION
"take money out",HELP_WITHDRAW_SAVINGS
"i ugess luno safely",COMPLEX_ADVICE
"coffee need or want?",DEF_WANTS
"ooffline mode?",INTERNET_REQ
"maaybe",COMPLEX_ADVICE
"My profile",COMPLEX_ADVICE
"how to edt?",HELP_EDIT_TRANSACTION
"who are you?",WHO_ARE_YOU
"is iit a bear?",WHY_BERUANG
"ccris",DEF_CREDIT_SCORE
"deposit moey",HELP_ADD_INCOME
"strategies for e-wallet for students",COMPLEX_ADVICE
"strategies for economic growth with small capital",COMPLEX_ADVICE
